review_id,listing_id,reviewer_id,date,comments
10758,551,96462,2023-04-21,"Average stay, nothing special."
10759,551,47504,2022-06-21,Perfect for a family stay.
10760,551,16796,2022-03-06,"Average stay, nothing special."
10761,551,10090,2023-03-30,"Not as described, disappointed."
10762,551,31430,2022-11-13,"Lovely place, highly recommend!"
10763,551,35811,2022-04-27,Small but functional.
10764,551,14859,2024-01-28,"Not as described, disappointed."
10765,551,80217,2023-04-19,"Average stay, nothing special."
10766,551,38429,2022-06-26,Host was very responsive.
10767,551,72102,2022-01-24,Small but functional.
10768,552,17753,2023-07-11,Host was very responsive.
10769,552,74874,2023-08-14,Clean and comfortable.
10770,552,75354,2023-09-16,Perfect for a family stay.
10771,552,66348,2022-01-29,"Central location, easy access."
10772,552,93423,2023-05-03,Clean and comfortable.
10773,553,99453,2022-11-14,"Lovely place, highly recommend!"
10774,553,8360,2023-04-21,Small but functional.
10775,553,97977,2022-11-25,"Not as described, disappointed."
10776,553,37326,2022-02-19,Clean and comfortable.
10777,553,78654,2022-05-13,"Central location, easy access."
10778,553,59907,2023-12-02,Small but functional.
10779,553,48591,2022-03-05,Small but functional.
10780,553,99784,2022-04-14,Clean and comfortable.
10781,553,89224,2023-04-04,Noisy neighbourhood at night.
10782,553,67569,2023-11-28,"Central location, easy access."
10783,553,47393,2023-07-24,"Lovely place, highly recommend!"
10784,553,65372,2023-03-29,"Average stay, nothing special."
10785,553,66742,2023-09-18,"Not as described, disappointed."
10786,553,89622,2023-06-22,Good value for money.
10787,553,6424,2023-04-19,"Average stay, nothing special."
10788,553,34479,2023-09-27,Stunning property.
10789,553,71718,2022-11-07,"Not as described, disappointed."
10790,553,33756,2022-10-11,Host was very responsive.
10791,553,94259,2022-01-11,Host was very responsive.
10792,553,97980,2022-12-02,Noisy neighbourhood at night.
10793,554,12167,2022-04-11,Good value for money.
10794,554,89022,2022-03-10,"Amazing views, will return!"
10795,554,6986,2022-01-30,Perfect for a family stay.
10796,554,95490,2023-02-23,Small but functional.
10797,554,89574,2022-06-19,Great host and location.
10798,554,87968,2023-11-25,"Average stay, nothing special."
10799,554,58141,2024-02-05,Perfect for a family stay.
10800,554,80894,2022-09-20,Stunning property.
10801,554,41373,2024-02-17,Clean and comfortable.
10802,554,56955,2023-10-12,Would definitely book again.
10803,554,32066,2022-11-21,Great host and location.
10804,554,36478,2022-02-04,Would definitely book again.
10805,554,92361,2022-12-23,Perfect for a family stay.
10806,554,95209,2022-03-28,"Not as described, disappointed."
10807,554,71397,2023-10-19,Would definitely book again.
10808,554,45904,2022-12-29,Great host and location.
10809,554,41368,2022-08-18,Clean and comfortable.
10810,554,8236,2023-02-20,Great host and location.
10811,554,9602,2022-06-15,Perfect for a family stay.
10812,554,38045,2023-11-04,Clean and comfortable.
10813,555,23761,2022-05-18,"Average stay, nothing special."
10814,555,39975,2024-01-12,Host was very responsive.
10815,555,10405,2023-08-31,Stunning property.
10816,555,48716,2023-11-23,"Lovely place, highly recommend!"
10817,555,71877,2024-02-14,Would definitely book again.
10818,555,40987,2023-12-01,"Not as described, disappointed."
10819,555,18747,2023-07-03,Perfect for a family stay.
10820,555,34285,2023-05-03,Great host and location.
10821,555,70443,2024-01-31,"Amazing views, will return!"
10822,555,63860,2022-11-30,Good value for money.
10823,555,68189,2024-03-04,Great host and location.
10824,555,65081,2022-09-08,"Not as described, disappointed."
10825,555,47822,2022-07-21,Would definitely book again.
10826,555,92231,2024-03-09,Would definitely book again.
10827,555,62138,2023-02-22,Good value for money.
10828,555,51022,2022-02-02,"Lovely place, highly recommend!"
10829,555,34083,2023-01-05,"Central location, easy access."
10830,555,56245,2023-06-29,Clean and comfortable.
10831,555,93266,2023-09-07,Would definitely book again.
10832,555,65188,2022-09-27,Perfect for a family stay.
10833,556,61257,2022-04-16,"Amazing views, will return!"
10834,556,47112,2022-10-29,Stunning property.
10835,556,24524,2022-02-25,"Average stay, nothing special."
10836,556,98829,2024-02-10,Perfect for a family stay.
10837,556,84584,2022-08-12,Good value for money.
10838,556,27887,2023-05-17,"Average stay, nothing special."
10839,556,69611,2023-04-02,Would definitely book again.
10840,556,78149,2023-08-20,Would definitely book again.
10841,556,53891,2023-05-22,Perfect for a family stay.
10842,556,55634,2023-02-11,"Lovely place, highly recommend!"
10843,556,29467,2022-06-26,"Lovely place, highly recommend!"
10844,556,98514,2024-02-18,"Amazing views, will return!"
10845,556,68694,2023-03-15,Clean and comfortable.
10846,556,8422,2023-02-22,"Lovely place, highly recommend!"
10847,556,27899,2023-12-26,Good value for money.
10848,556,16781,2022-08-26,"Lovely place, highly recommend!"
10849,556,90199,2022-08-08,"Not as described, disappointed."
10850,556,54942,2022-12-17,Perfect for a family stay.
10851,556,48201,2022-11-08,"Not as described, disappointed."
10852,556,74473,2023-12-02,Perfect for a family stay.
10853,557,70814,2024-01-25,"Central location, easy access."
10854,557,90234,2023-07-26,Would definitely book again.
10855,557,47923,2022-02-08,"Central location, easy access."
10856,557,67176,2023-06-06,"Central location, easy access."
10857,557,16540,2022-11-20,"Central location, easy access."
10858,557,70959,2024-03-10,"Average stay, nothing special."
10859,557,61113,2022-01-19,Good value for money.
10860,557,76137,2022-09-07,"Average stay, nothing special."
10861,557,94722,2023-02-08,Great host and location.
10862,557,45601,2022-12-22,Perfect for a family stay.
10863,557,46130,2024-03-06,Noisy neighbourhood at night.
10864,557,60716,2022-10-14,Stunning property.
10865,557,6255,2022-04-26,Small but functional.
10866,557,98556,2022-04-18,Good value for money.
10867,557,97533,2022-07-29,Small but functional.
10868,557,46407,2022-11-20,Would definitely book again.
10869,557,99692,2022-05-23,Good value for money.
10870,557,42776,2023-04-24,Great host and location.
10871,557,78947,2022-04-21,Great host and location.
10872,557,35170,2022-02-13,"Not as described, disappointed."
10873,558,71445,2023-07-16,Would definitely book again.
10874,558,35410,2024-02-13,Stunning property.
10875,558,21434,2023-02-26,Host was very responsive.
10876,558,77771,2023-02-19,Great host and location.
10877,558,60216,2023-03-31,"Central location, easy access."
10878,558,66433,2024-01-23,"Central location, easy access."
10879,558,59992,2022-11-26,Stunning property.
10880,558,24894,2023-09-16,Host was very responsive.
10881,558,64249,2022-12-31,Noisy neighbourhood at night.
10882,558,79704,2022-07-16,"Amazing views, will return!"
10883,558,47832,2023-03-23,Host was very responsive.
10884,558,18693,2022-08-06,"Amazing views, will return!"
10885,558,90791,2023-12-13,Stunning property.
10886,558,18277,2023-11-07,Great host and location.
10887,558,51707,2023-07-30,Small but functional.
10888,558,14170,2022-03-27,Stunning property.
10889,558,86891,2023-08-26,Small but functional.
10890,558,7622,2024-01-03,Host was very responsive.
10891,558,73206,2022-09-05,Host was very responsive.
10892,558,32440,2022-11-07,Stunning property.
10893,559,22138,2022-06-05,"Amazing views, will return!"
10894,559,13553,2023-12-04,Perfect for a family stay.
10895,559,49481,2023-03-20,Good value for money.
10896,559,25425,2023-06-17,"Not as described, disappointed."
10897,559,24377,2022-03-07,Small but functional.
10898,559,54123,2022-08-13,Great host and location.
10899,559,92963,2024-01-08,"Central location, easy access."
10900,559,62256,2022-08-09,Great host and location.
10901,559,5848,2023-08-03,Clean and comfortable.
10902,559,83274,2023-10-19,"Central location, easy access."
10903,559,10851,2024-02-29,"Amazing views, will return!"
10904,559,5978,2023-10-12,Noisy neighbourhood at night.
10905,559,32064,2023-01-25,Noisy neighbourhood at night.
10906,559,79259,2023-10-20,Would definitely book again.
10907,559,76493,2022-06-26,"Not as described, disappointed."
10908,559,41639,2023-06-15,"Lovely place, highly recommend!"
10909,559,41079,2023-09-24,Host was very responsive.
10910,559,11905,2022-01-02,Would definitely book again.
10911,559,15931,2022-06-11,Clean and comfortable.
10912,559,19496,2022-07-24,Noisy neighbourhood at night.
10913,560,12837,2024-02-20,Stunning property.
10914,560,14232,2022-08-16,"Lovely place, highly recommend!"
10915,560,72476,2022-11-27,Stunning property.
10916,560,49122,2023-04-28,Stunning property.
10917,560,61136,2023-11-29,"Central location, easy access."
10918,560,37731,2024-02-24,Stunning property.
10919,560,8084,2022-04-01,"Amazing views, will return!"
10920,560,99836,2022-12-20,Clean and comfortable.
10921,560,28776,2023-03-21,Stunning property.
10922,560,52272,2023-03-14,Host was very responsive.
10923,560,43626,2022-01-06,Great host and location.
10924,560,92006,2023-05-06,"Average stay, nothing special."
10925,560,88931,2024-01-07,"Central location, easy access."
10926,560,20909,2023-04-16,"Not as described, disappointed."
10927,560,44228,2022-07-20,"Central location, easy access."
10928,560,91235,2023-07-26,Perfect for a family stay.
10929,560,70653,2022-03-23,"Average stay, nothing special."
10930,560,77070,2023-04-27,"Not as described, disappointed."
10931,560,59694,2022-03-11,Host was very responsive.
10932,560,52354,2023-10-30,Noisy neighbourhood at night.
10933,561,40274,2022-02-14,Noisy neighbourhood at night.
10934,561,93234,2024-02-13,Great host and location.
10935,561,33972,2022-01-29,"Central location, easy access."
10936,561,93411,2022-07-24,Stunning property.
10937,561,16483,2023-09-14,Host was very responsive.
10938,561,77162,2023-10-28,Great host and location.
10939,561,36075,2022-02-19,"Central location, easy access."
10940,561,97086,2022-02-10,"Central location, easy access."
10941,561,61967,2022-09-17,Would definitely book again.
10942,561,62711,2022-06-11,Small but functional.
10943,561,11758,2022-05-06,"Amazing views, will return!"
10944,561,49676,2022-06-21,"Amazing views, will return!"
10945,561,84924,2022-07-09,Noisy neighbourhood at night.
10946,561,38936,2023-11-11,Host was very responsive.
10947,561,51140,2022-07-20,"Not as described, disappointed."
10948,561,24109,2022-01-27,Stunning property.
10949,561,66140,2023-09-23,Stunning property.
10950,561,93746,2023-12-10,Noisy neighbourhood at night.
10951,561,46734,2022-08-12,Good value for money.
10952,561,34016,2023-07-13,"Central location, easy access."
10953,562,15468,2022-06-17,"Lovely place, highly recommend!"
10954,562,54067,2022-01-30,"Amazing views, will return!"
10955,562,87857,2022-03-30,Noisy neighbourhood at night.
10956,562,87453,2022-12-24,Good value for money.
10957,562,46851,2022-04-26,Host was very responsive.
10958,562,14192,2023-03-06,"Lovely place, highly recommend!"
10959,562,63123,2022-04-25,Would definitely book again.
10960,562,67894,2022-03-06,Perfect for a family stay.
10961,562,12497,2022-10-03,Good value for money.
10962,562,76667,2022-02-23,"Not as described, disappointed."
10963,562,10310,2022-10-26,Host was very responsive.
10964,562,98988,2023-10-30,"Lovely place, highly recommend!"
10965,562,28713,2023-12-21,"Central location, easy access."
10966,562,91865,2023-04-15,Noisy neighbourhood at night.
10967,562,68175,2023-04-03,Perfect for a family stay.
10968,562,26966,2023-05-23,Stunning property.
10969,562,28288,2023-09-26,Great host and location.
10970,562,59891,2022-02-10,Would definitely book again.
10971,562,86070,2023-11-22,Noisy neighbourhood at night.
10972,562,69930,2023-02-25,Good value for money.
10973,563,26654,2023-09-12,Great host and location.
10974,563,66611,2022-03-30,"Average stay, nothing special."
10975,563,77712,2022-04-06,Small but functional.
10976,563,16027,2022-09-26,"Not as described, disappointed."
10977,563,38885,2023-01-20,"Not as described, disappointed."
10978,563,77010,2022-03-08,Perfect for a family stay.
10979,563,88766,2022-11-10,"Central location, easy access."
10980,563,46192,2023-01-18,Noisy neighbourhood at night.
10981,563,50172,2023-06-30,Great host and location.
10982,563,17544,2023-02-04,Good value for money.
10983,563,90310,2023-01-13,Great host and location.
10984,563,39111,2023-05-12,"Amazing views, will return!"
10985,563,33440,2023-06-23,"Amazing views, will return!"
10986,563,49186,2023-10-25,"Average stay, nothing special."
10987,563,74267,2023-11-24,Small but functional.
10988,563,62345,2022-06-25,"Average stay, nothing special."
10989,563,79028,2023-11-20,Stunning property.
10990,563,45290,2023-03-08,"Not as described, disappointed."
10991,563,38663,2023-06-11,"Lovely place, highly recommend!"
10992,563,97239,2023-02-06,Host was very responsive.
10993,564,80948,2023-06-03,Host was very responsive.
10994,564,92405,2023-04-12,"Lovely place, highly recommend!"
10995,564,78504,2023-11-03,Perfect for a family stay.
10996,564,80999,2024-03-08,Great host and location.
10997,564,82731,2023-08-08,Host was very responsive.
10998,564,27002,2023-10-08,"Amazing views, will return!"
10999,564,98975,2022-02-27,Noisy neighbourhood at night.
11000,564,21241,2022-11-28,Noisy neighbourhood at night.
11001,564,82706,2023-11-03,Perfect for a family stay.
11002,564,17617,2022-11-08,Perfect for a family stay.
11003,564,22101,2023-04-29,Stunning property.
11004,564,13648,2022-03-30,"Lovely place, highly recommend!"
11005,564,44162,2022-11-17,Small but functional.
11006,564,15466,2023-10-18,"Amazing views, will return!"
11007,564,16705,2022-11-21,Clean and comfortable.
11008,564,86809,2023-02-11,"Average stay, nothing special."
11009,564,9732,2023-11-19,Perfect for a family stay.
11010,564,17495,2022-11-06,"Amazing views, will return!"
11011,564,62672,2023-02-09,Small but functional.
11012,564,19638,2022-04-14,Good value for money.
11013,565,62977,2023-06-19,Would definitely book again.
11014,565,29586,2023-10-10,"Not as described, disappointed."
11015,565,19135,2022-04-06,"Central location, easy access."
11016,565,93332,2023-02-26,Stunning property.
11017,565,44323,2023-09-08,"Average stay, nothing special."
11018,565,67574,2022-03-20,Good value for money.
11019,565,64253,2023-01-28,"Amazing views, will return!"
11020,565,19542,2023-08-24,"Not as described, disappointed."
11021,565,85216,2022-11-15,"Amazing views, will return!"
11022,565,53541,2022-02-27,Clean and comfortable.
11023,565,61085,2022-05-02,"Not as described, disappointed."
11024,565,94120,2023-05-16,Great host and location.
11025,565,38541,2023-08-12,Stunning property.
11026,565,94474,2023-02-23,Great host and location.
11027,565,43562,2024-02-25,Great host and location.
11028,565,96488,2023-11-29,Stunning property.
11029,565,17887,2022-05-10,Noisy neighbourhood at night.
11030,565,19547,2022-07-24,Noisy neighbourhood at night.
11031,565,62443,2022-06-17,"Amazing views, will return!"
11032,565,52577,2023-02-04,"Not as described, disappointed."
11033,566,63513,2022-08-01,Would definitely book again.
11034,566,64727,2023-11-03,"Not as described, disappointed."
11035,566,83626,2022-03-21,Great host and location.
11036,566,86775,2022-08-08,Stunning property.
11037,566,25377,2023-10-28,Would definitely book again.
11038,566,65320,2023-09-29,"Lovely place, highly recommend!"
11039,566,65721,2023-07-08,Perfect for a family stay.
11040,566,28752,2023-10-19,Host was very responsive.
11041,566,59908,2023-06-18,"Not as described, disappointed."
11042,566,29053,2022-02-10,"Amazing views, will return!"
11043,566,58313,2022-09-04,"Amazing views, will return!"
11044,566,72554,2023-01-27,Perfect for a family stay.
11045,566,48696,2023-05-04,Noisy neighbourhood at night.
11046,566,54159,2024-01-10,"Not as described, disappointed."
11047,566,77331,2023-01-11,Small but functional.
11048,566,57167,2022-12-02,"Lovely place, highly recommend!"
11049,566,60965,2023-02-17,Stunning property.
11050,566,21332,2022-08-05,"Average stay, nothing special."
11051,566,11582,2023-12-17,"Average stay, nothing special."
11052,566,9788,2023-01-07,Perfect for a family stay.
11053,567,21015,2023-02-18,"Lovely place, highly recommend!"
11054,567,97099,2022-12-31,Clean and comfortable.
11055,567,41425,2022-05-13,Would definitely book again.
11056,567,46931,2023-01-26,Clean and comfortable.
11057,567,56951,2024-02-28,"Amazing views, will return!"
11058,567,20765,2022-06-04,Host was very responsive.
11059,567,21346,2023-02-24,"Lovely place, highly recommend!"
11060,567,74151,2023-10-14,Clean and comfortable.
11061,567,49224,2022-09-26,Host was very responsive.
11062,567,42350,2023-03-01,"Not as described, disappointed."
11063,567,33372,2023-01-15,"Central location, easy access."
11064,567,35798,2023-12-29,Would definitely book again.
11065,567,64358,2023-05-28,"Lovely place, highly recommend!"
11066,567,18010,2022-04-19,Perfect for a family stay.
11067,567,87287,2022-08-02,Host was very responsive.
11068,567,6555,2022-03-23,"Not as described, disappointed."
11069,567,37339,2022-10-23,"Lovely place, highly recommend!"
11070,567,70574,2023-10-14,Host was very responsive.
11071,567,69709,2022-12-19,Small but functional.
11072,567,93580,2024-01-23,"Amazing views, will return!"
11073,568,59511,2022-11-01,Stunning property.
11074,568,30481,2022-01-31,"Not as described, disappointed."
11075,568,35624,2023-02-27,Perfect for a family stay.
11076,568,76358,2022-03-18,"Amazing views, will return!"
11077,568,55847,2023-03-01,Great host and location.
11078,568,85234,2022-02-25,"Central location, easy access."
11079,568,71975,2024-02-20,Stunning property.
11080,568,9558,2024-02-02,Perfect for a family stay.
11081,568,73869,2023-10-04,Clean and comfortable.
11082,568,73041,2022-09-15,Small but functional.
11083,568,96952,2023-02-23,Clean and comfortable.
11084,568,35365,2022-12-18,Stunning property.
11085,568,67070,2022-02-10,Host was very responsive.
11086,568,12202,2022-03-18,"Lovely place, highly recommend!"
11087,568,11639,2023-06-26,Would definitely book again.
11088,568,51907,2022-07-12,"Amazing views, will return!"
11089,568,94769,2022-05-04,"Lovely place, highly recommend!"
11090,568,88282,2022-01-19,"Central location, easy access."
11091,568,43603,2022-03-05,"Not as described, disappointed."
11092,568,10907,2023-02-15,"Not as described, disappointed."
11093,569,59548,2022-02-26,Stunning property.
11094,569,72665,2023-01-28,Good value for money.
11095,569,48791,2024-03-06,Clean and comfortable.
11096,569,99208,2022-09-02,Small but functional.
11097,569,85380,2023-01-24,Noisy neighbourhood at night.
11098,569,81928,2022-06-15,"Not as described, disappointed."
11099,569,58423,2024-01-16,"Amazing views, will return!"
11100,569,61267,2022-09-30,Small but functional.
11101,569,80460,2022-09-20,"Not as described, disappointed."
11102,569,33478,2023-04-01,Noisy neighbourhood at night.
11103,569,62756,2022-01-22,"Lovely place, highly recommend!"
11104,569,82758,2022-06-02,"Average stay, nothing special."
11105,569,88360,2022-06-29,Perfect for a family stay.
11106,569,62887,2023-02-26,"Average stay, nothing special."
11107,569,51938,2023-11-11,Clean and comfortable.
11108,569,50968,2022-12-31,"Lovely place, highly recommend!"
11109,569,70555,2022-04-14,Would definitely book again.
11110,569,91006,2023-01-10,Clean and comfortable.
11111,569,68695,2022-10-29,Host was very responsive.
11112,569,35322,2023-04-19,Perfect for a family stay.
11113,570,28140,2022-11-10,Good value for money.
11114,570,51141,2022-09-30,"Central location, easy access."
11115,570,43564,2023-05-19,"Lovely place, highly recommend!"
11116,570,63540,2023-08-08,"Not as described, disappointed."
11117,570,84519,2022-02-06,"Central location, easy access."
11118,570,62070,2022-01-02,Perfect for a family stay.
11119,570,28849,2023-12-05,Perfect for a family stay.
11120,570,95317,2024-01-04,Host was very responsive.
11121,570,49490,2024-01-29,"Amazing views, will return!"
11122,570,53774,2023-12-25,"Average stay, nothing special."
11123,570,14995,2024-02-08,"Not as described, disappointed."
11124,570,55929,2022-09-02,"Average stay, nothing special."
11125,570,93569,2022-01-30,Perfect for a family stay.
11126,570,94179,2022-01-16,Host was very responsive.
11127,570,91042,2023-10-18,Noisy neighbourhood at night.
11128,570,67915,2023-10-26,"Amazing views, will return!"
11129,570,54630,2023-08-06,Great host and location.
11130,570,11699,2023-08-11,Perfect for a family stay.
11131,570,28899,2022-11-29,Host was very responsive.
11132,570,77695,2023-01-04,Host was very responsive.
11133,571,65406,2024-01-03,Small but functional.
11134,571,10335,2022-07-14,Would definitely book again.
11135,571,90413,2023-06-30,Stunning property.
11136,571,94635,2024-01-28,"Lovely place, highly recommend!"
11137,571,75126,2022-10-10,Clean and comfortable.
11138,571,79334,2024-01-23,Perfect for a family stay.
11139,571,28472,2023-11-21,"Not as described, disappointed."
11140,571,85898,2024-02-25,Perfect for a family stay.
11141,571,75416,2024-01-04,Noisy neighbourhood at night.
11142,571,45136,2023-01-27,Stunning property.
11143,571,29625,2023-12-26,Stunning property.
11144,571,25974,2023-07-14,Stunning property.
11145,571,92255,2023-01-24,"Not as described, disappointed."
11146,571,81141,2023-05-07,"Central location, easy access."
11147,571,45572,2022-06-04,Small but functional.
11148,571,6026,2022-06-15,"Lovely place, highly recommend!"
11149,571,54295,2023-11-25,"Average stay, nothing special."
11150,571,60951,2022-01-31,"Lovely place, highly recommend!"
11151,571,15080,2024-02-17,"Amazing views, will return!"
11152,571,54311,2024-02-29,Clean and comfortable.
11153,572,62550,2023-01-28,"Lovely place, highly recommend!"
11154,572,60968,2023-04-11,Would definitely book again.
11155,572,97697,2023-01-23,"Amazing views, will return!"
11156,572,92735,2023-06-07,Stunning property.
11157,572,65025,2022-04-22,"Central location, easy access."
11158,572,18032,2022-02-10,"Central location, easy access."
11159,572,33585,2022-07-05,Good value for money.
11160,572,53647,2023-07-30,Perfect for a family stay.
11161,572,57008,2024-01-10,Perfect for a family stay.
11162,572,64220,2023-06-01,Would definitely book again.
11163,572,15416,2022-08-23,Clean and comfortable.
11164,572,78204,2022-03-27,Would definitely book again.
11165,572,48170,2024-01-27,Stunning property.
11166,572,40134,2023-08-19,Great host and location.
11167,572,9704,2023-05-22,Great host and location.
11168,572,31865,2023-01-19,Host was very responsive.
11169,572,21243,2023-09-15,"Amazing views, will return!"
11170,572,97119,2023-05-13,"Not as described, disappointed."
11171,572,88915,2022-09-26,Noisy neighbourhood at night.
11172,572,12823,2023-02-05,Clean and comfortable.
11173,573,93133,2024-01-03,"Lovely place, highly recommend!"
11174,573,11941,2022-12-29,"Average stay, nothing special."
11175,573,34493,2022-09-20,Would definitely book again.
11176,573,64938,2022-09-23,"Amazing views, will return!"
11177,573,63957,2022-09-23,Noisy neighbourhood at night.
11178,573,19873,2023-06-08,"Lovely place, highly recommend!"
11179,573,13510,2022-02-20,"Not as described, disappointed."
11180,573,37098,2024-01-30,Good value for money.
11181,573,64678,2024-02-06,Clean and comfortable.
11182,573,48204,2024-02-11,Stunning property.
11183,573,23267,2024-01-08,Perfect for a family stay.
11184,573,80487,2023-03-22,Host was very responsive.
11185,573,68780,2023-01-02,Clean and comfortable.
11186,573,83286,2022-11-23,"Not as described, disappointed."
11187,573,96378,2022-12-27,Great host and location.
11188,573,8889,2022-01-24,"Average stay, nothing special."
11189,573,76711,2023-06-16,"Not as described, disappointed."
11190,573,7071,2023-02-10,Host was very responsive.
11191,573,17751,2023-03-17,"Amazing views, will return!"
11192,573,69491,2023-09-11,"Average stay, nothing special."
11193,574,38848,2023-07-17,Good value for money.
11194,574,63457,2023-07-14,Small but functional.
11195,574,8203,2023-02-18,"Central location, easy access."
11196,574,93225,2024-03-09,Perfect for a family stay.
11197,574,83407,2023-09-11,Noisy neighbourhood at night.
11198,574,86605,2023-12-10,Host was very responsive.
11199,574,77788,2023-04-27,Host was very responsive.
11200,574,92301,2024-02-14,Good value for money.
11201,574,60605,2022-06-07,Noisy neighbourhood at night.
11202,574,67861,2022-07-05,Clean and comfortable.
11203,574,73439,2023-05-05,Great host and location.
11204,574,83405,2022-05-17,Host was very responsive.
11205,574,36382,2024-01-28,Small but functional.
11206,574,89135,2022-07-27,"Not as described, disappointed."
11207,574,89570,2023-05-20,Good value for money.
11208,574,9573,2023-05-14,Stunning property.
11209,574,97802,2024-02-27,"Average stay, nothing special."
11210,574,60405,2024-02-05,Good value for money.
11211,574,29658,2022-12-26,Perfect for a family stay.
11212,574,56578,2024-01-27,Small but functional.
11213,575,7148,2022-03-23,Small but functional.
11214,575,75513,2022-04-29,"Average stay, nothing special."
11215,575,59606,2023-03-02,Would definitely book again.
11216,575,78052,2022-11-04,Would definitely book again.
11217,575,76460,2022-07-11,Host was very responsive.
11218,575,35792,2023-07-28,Noisy neighbourhood at night.
11219,575,38231,2024-03-08,"Lovely place, highly recommend!"
11220,575,66436,2023-08-12,Host was very responsive.
11221,575,5232,2024-03-02,Clean and comfortable.
11222,575,12349,2024-01-21,Good value for money.
11223,575,87959,2022-01-11,"Not as described, disappointed."
11224,575,42578,2022-07-21,Great host and location.
11225,575,24702,2023-11-09,Stunning property.
11226,575,42966,2022-02-04,"Lovely place, highly recommend!"
11227,575,45564,2023-07-31,Noisy neighbourhood at night.
11228,575,52750,2023-10-03,"Not as described, disappointed."
11229,575,50803,2024-02-13,Stunning property.
11230,575,75796,2022-12-26,Stunning property.
11231,575,75700,2023-07-27,Stunning property.
11232,575,60394,2023-08-04,"Amazing views, will return!"
11233,576,14149,2022-02-08,Host was very responsive.
11234,576,73680,2023-04-27,Perfect for a family stay.
11235,576,85464,2022-07-11,Noisy neighbourhood at night.
11236,576,51047,2022-10-18,Good value for money.
11237,576,74600,2022-03-12,Good value for money.
11238,576,69423,2023-09-17,Noisy neighbourhood at night.
11239,576,20076,2022-08-27,Great host and location.
11240,576,52909,2022-11-22,Clean and comfortable.
11241,576,45386,2024-02-01,Noisy neighbourhood at night.
11242,576,55331,2022-10-01,Perfect for a family stay.
11243,576,20169,2023-02-28,"Central location, easy access."
11244,576,88856,2023-04-06,"Not as described, disappointed."
11245,576,95251,2022-11-02,Noisy neighbourhood at night.
11246,576,10008,2022-01-28,"Average stay, nothing special."
11247,576,37450,2022-01-04,"Central location, easy access."
11248,576,19733,2023-11-03,Would definitely book again.
11249,576,32162,2023-07-18,"Lovely place, highly recommend!"
11250,576,48596,2022-04-07,Would definitely book again.
11251,576,13436,2022-05-05,Host was very responsive.
11252,576,86834,2022-01-21,Good value for money.
11253,577,12551,2022-10-05,"Amazing views, will return!"
11254,577,98908,2022-02-16,Would definitely book again.
11255,577,26313,2023-04-13,Would definitely book again.
11256,577,65658,2023-06-21,Good value for money.
11257,577,25245,2023-05-21,"Amazing views, will return!"
11258,577,85452,2022-05-24,Clean and comfortable.
11259,577,33652,2023-04-17,Host was very responsive.
11260,577,16423,2022-08-09,"Central location, easy access."
11261,577,15165,2022-10-05,"Amazing views, will return!"
11262,577,77670,2022-08-05,Would definitely book again.
11263,577,5422,2023-11-23,"Lovely place, highly recommend!"
11264,577,64363,2023-05-02,Perfect for a family stay.
11265,577,64841,2022-08-21,Would definitely book again.
11266,577,32472,2022-01-16,Good value for money.
11267,577,16860,2022-01-02,Clean and comfortable.
11268,577,68515,2022-12-30,Would definitely book again.
11269,577,29187,2024-01-15,Perfect for a family stay.
11270,577,42123,2023-11-06,Clean and comfortable.
11271,577,87929,2022-10-31,"Average stay, nothing special."
11272,577,14883,2022-03-19,"Amazing views, will return!"
11273,578,59959,2023-07-30,"Lovely place, highly recommend!"
11274,578,68108,2022-05-26,Clean and comfortable.
11275,578,85782,2023-01-27,Stunning property.
11276,578,66547,2022-12-08,Small but functional.
11277,578,69156,2023-01-02,Host was very responsive.
11278,578,19859,2023-06-08,"Amazing views, will return!"
11279,578,7333,2024-01-26,Perfect for a family stay.
11280,578,75011,2022-10-28,Perfect for a family stay.
11281,578,39947,2023-04-23,Noisy neighbourhood at night.
11282,578,78103,2022-03-04,"Not as described, disappointed."
11283,578,22284,2023-02-12,Clean and comfortable.
11284,578,50794,2023-02-04,Clean and comfortable.
11285,578,19982,2023-09-03,Stunning property.
11286,578,55266,2023-11-25,"Average stay, nothing special."
11287,578,55644,2023-10-09,Stunning property.
11288,578,46251,2022-10-12,Would definitely book again.
11289,578,86029,2023-11-06,Clean and comfortable.
11290,578,58615,2022-10-02,Stunning property.
11291,578,11025,2024-01-21,Would definitely book again.
11292,578,94966,2022-03-07,Good value for money.
11293,579,33310,2022-11-18,Noisy neighbourhood at night.
11294,579,34132,2023-05-13,Small but functional.
11295,579,47599,2023-03-21,Host was very responsive.
11296,579,18264,2023-03-21,"Average stay, nothing special."
11297,579,52347,2023-11-03,Great host and location.
11298,579,57846,2022-05-01,Host was very responsive.
11299,579,77971,2023-08-01,Perfect for a family stay.
11300,579,60059,2023-08-22,"Lovely place, highly recommend!"
11301,579,24168,2022-08-25,Host was very responsive.
11302,579,20292,2023-01-10,Noisy neighbourhood at night.
11303,579,75174,2023-05-19,"Central location, easy access."
11304,579,24861,2023-03-15,Host was very responsive.
11305,579,40225,2023-06-05,Small but functional.
11306,579,64977,2022-10-29,Stunning property.
11307,579,97077,2023-05-15,Noisy neighbourhood at night.
11308,579,7605,2022-06-03,Perfect for a family stay.
11309,579,7882,2023-07-04,Stunning property.
11310,579,28293,2022-08-20,Stunning property.
11311,579,76448,2023-09-04,"Lovely place, highly recommend!"
