listing_id,host_id,neighbourhood,room_type,property_type,bedrooms,bathrooms,accommodates,price_zar,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_score_rating,reviews_per_month,instant_bookable,last_review
587,1770,Green Point,Entire home/apt,Guesthouse,4,3,8,3341,2,30,169,161,4.11,5.55,t,2024-09-14
588,1489,Green Point,Entire home/apt,Townhouse,1,1,2,1473,3,60,77,195,4.52,24.38,t,2024-04-28
589,1514,Green Point,Entire home/apt,Loft,2,1,4,3190,30,60,173,82,3.94,3.28,f,2024-01-21
590,1622,Green Point,Shared room,Apartment,4,4,8,743,30,30,7,312,4.74,9.45,f,2024-10-07
591,1174,Green Point,Entire home/apt,Villa,5,5,10,1867,1,90,295,160,4.81,20.0,t,2024-04-01
592,1263,Green Point,Shared room,Cottage,5,5,10,300,1,1125,249,242,4.71,7.33,f,2024-07-24
593,1640,Green Point,Private room,Studio,2,1,4,676,1,365,259,262,4.18,7.71,t,2024-11-13
594,1717,Green Point,Shared room,Loft,1,1,2,300,2,30,148,125,4.06,5.21,f,2024-02-07
595,1096,Green Point,Entire home/apt,Studio,4,3,8,2106,30,1125,238,342,3.66,31.09,t,2024-07-22
596,1325,Green Point,Private room,Studio,2,1,4,1453,2,365,58,33,3.92,4.71,t,2024-08-28
597,1616,Green Point,Entire home/apt,Guesthouse,2,2,4,2114,5,365,242,16,4.76,1.33,t,2024-12-16
598,1086,Green Point,Private room,House,3,3,6,1912,3,365,41,90,4.79,3.21,f,2024-08-02
599,1189,Green Point,Private room,Apartment,2,2,4,2075,7,90,152,132,3.75,7.76,f,2024-09-03
600,1364,Green Point,Private room,Townhouse,2,1,4,1845,1,1125,305,223,3.8,7.69,t,2024-06-14
601,1152,Green Point,Shared room,Cottage,3,2,6,618,1,365,134,234,4.86,39.0,f,2024-03-05
602,1100,Green Point,Shared room,Apartment,5,5,10,300,2,365,356,296,4.32,26.91,f,2024-04-20
603,1591,Green Point,Entire home/apt,Apartment,2,1,4,1977,5,30,154,347,4.84,15.77,t,2024-12-24
604,1361,Green Point,Private room,Loft,5,4,10,994,5,30,90,180,4.19,10.59,t,2024-10-10
605,1292,Green Point,Private room,Guesthouse,2,1,4,543,1,30,53,195,3.63,32.5,f,2024-02-23
606,1596,Green Point,Private room,Apartment,1,1,2,996,7,60,114,257,4.67,11.17,f,2024-02-28
607,1476,Green Point,Entire home/apt,Guesthouse,5,4,10,3366,1,90,114,179,4.26,12.79,f,2024-06-06
608,1034,Green Point,Private room,Apartment,2,2,4,300,2,90,265,212,4.95,8.48,f,2024-06-20
609,1198,Green Point,Entire home/apt,Townhouse,4,3,8,3487,1,1125,219,200,4.74,7.69,f,2024-03-29
610,1237,Green Point,Private room,Apartment,3,3,6,1610,1,1125,200,223,4.76,8.58,f,2024-10-10
611,1027,Green Point,Entire home/apt,Guesthouse,3,3,6,2560,2,30,316,47,4.91,1.34,t,2024-10-19
612,1465,Green Point,Private room,Studio,1,1,2,651,2,60,152,66,3.79,2.06,t,2024-07-12
613,1643,Green Point,Entire home/apt,Apartment,1,1,2,1875,1,365,305,73,4.74,7.3,f,2024-05-14
614,1213,Green Point,Entire home/apt,Guesthouse,1,1,2,1424,30,30,211,185,4.72,5.14,t,2024-04-17
615,1649,Green Point,Shared room,Cottage,4,4,8,1510,2,90,5,160,4.86,5.93,t,2024-03-01
616,1615,Green Point,Entire home/apt,Loft,3,3,6,3322,2,1125,130,314,4.89,26.17,t,2024-10-01
617,1118,Green Point,Entire home/apt,House,2,2,4,1556,5,60,112,186,4.73,6.64,t,2024-05-17
618,1357,Green Point,Entire home/apt,Loft,5,4,10,2068,30,365,223,47,4.85,2.61,t,2024-05-08
619,1403,Green Point,Entire home/apt,Apartment,2,1,4,2659,2,60,249,143,4.15,7.15,f,2024-11-01
620,1111,Green Point,Shared room,Townhouse,3,2,6,300,7,60,290,318,4.03,9.35,t,2024-08-18
621,1601,Green Point,Entire home/apt,Guesthouse,1,1,2,1248,5,365,15,129,3.67,4.16,f,2024-08-07
622,1673,Green Point,Entire home/apt,Studio,3,2,6,2005,2,90,62,110,4.7,3.93,t,2024-06-17
623,1239,Green Point,Entire home/apt,Loft,5,5,10,3570,7,90,308,164,3.82,13.67,t,2024-10-14
624,1432,Green Point,Entire home/apt,Guesthouse,1,1,2,2046,5,60,100,330,3.57,15.71,f,2024-01-24
625,1176,Green Point,Entire home/apt,Townhouse,4,3,8,2301,7,60,295,231,4.71,38.5,t,2024-08-24
626,1038,Green Point,Entire home/apt,Loft,2,2,4,1712,5,30,35,206,4.2,6.44,f,2024-06-03
627,1082,Green Point,Entire home/apt,Loft,3,2,6,2752,30,1125,24,204,4.09,7.29,f,2024-09-09
628,1106,Green Point,Shared room,Apartment,1,1,2,549,1,30,71,316,3.66,19.75,f,2024-04-25
629,1551,Green Point,Entire home/apt,Apartment,1,1,2,1954,3,30,56,188,4.71,12.53,t,2024-05-15
630,1142,Green Point,Entire home/apt,Townhouse,4,3,8,1617,1,60,163,87,4.96,2.9,f,2024-11-22
631,1592,Green Point,Private room,Cottage,1,1,2,1922,3,90,247,123,3.84,8.79,f,2024-12-30
632,1676,Green Point,Entire home/apt,House,3,3,6,1436,1,365,30,124,3.82,4.59,t,2024-08-27
633,1214,Green Point,Private room,Townhouse,2,1,4,1382,3,365,335,174,3.73,7.91,t,2024-03-07
634,1636,Green Point,Entire home/apt,Loft,3,3,6,1107,7,60,35,231,3.92,21.0,f,2024-10-22
635,1763,Green Point,Shared room,Apartment,1,1,2,904,1,365,95,54,4.78,2.57,f,2024-06-29
636,1363,Green Point,Entire home/apt,Guesthouse,1,1,2,2982,2,365,257,43,4.15,2.69,t,2024-08-13
637,1392,Green Point,Entire home/apt,Guesthouse,3,3,6,3056,3,60,206,332,4.75,23.71,f,2024-09-22
638,1255,Green Point,Private room,Apartment,1,1,2,983,1,30,18,330,4.36,25.38,t,2024-09-29
639,1717,Green Point,Entire home/apt,Guesthouse,3,2,6,3350,7,30,112,317,4.92,9.32,f,2024-09-10
640,1653,Green Point,Entire home/apt,Villa,2,1,4,3784,1,30,94,177,4.25,6.32,f,2024-06-05
641,1072,Green Point,Shared room,House,2,2,4,300,5,365,72,348,4.99,12.89,f,2024-08-07
642,1079,Green Point,Entire home/apt,House,1,1,2,2129,5,365,298,135,4.7,4.09,t,2024-08-29
643,1697,Green Point,Entire home/apt,Villa,1,1,2,2489,2,60,48,290,3.65,9.35,f,2024-08-19
644,1680,Green Point,Private room,Cottage,3,2,6,793,5,365,6,131,4.74,8.73,f,2024-09-22
645,1746,Green Point,Shared room,Apartment,5,5,10,300,7,60,337,265,5.0,15.59,f,2024-01-16
646,1199,Green Point,Entire home/apt,Guesthouse,4,4,8,2077,3,1125,230,45,5.0,1.32,t,2024-05-15
647,1604,Green Point,Shared room,Guesthouse,3,2,6,1509,3,60,21,200,4.37,7.14,f,2024-11-09
648,1356,Green Point,Entire home/apt,Villa,4,4,8,2863,1,365,350,290,3.72,10.74,t,2024-09-24
649,1067,Green Point,Entire home/apt,Villa,2,2,4,2111,30,30,111,147,4.78,6.12,t,2024-01-28
650,1677,Green Point,Private room,Apartment,3,3,6,300,3,60,179,180,4.96,5.81,t,2024-02-14
651,1443,Green Point,Shared room,Townhouse,3,3,6,300,3,60,16,100,4.84,5.88,t,2024-12-13
652,1268,Green Point,Shared room,Villa,4,3,8,782,2,1125,223,50,4.52,3.12,t,2024-12-15
653,1205,Green Point,Entire home/apt,Villa,3,2,6,1127,1,90,290,283,4.98,14.15,t,2024-07-11
654,1711,Green Point,Private room,Studio,1,1,2,1255,30,90,218,226,4.84,6.28,f,2024-08-24
655,1091,Green Point,Entire home/apt,House,1,1,2,1760,2,1125,262,215,4.06,8.6,f,2024-01-28
656,1474,Green Point,Private room,Loft,2,1,4,1135,1,30,28,3,3.91,0.12,t,2024-06-19
657,1494,Green Point,Private room,Studio,1,1,2,1118,1,1125,345,289,4.27,10.32,t,2024-12-25
658,1140,Green Point,Entire home/apt,House,2,2,4,2472,3,90,3,253,4.71,10.12,t,2024-02-28
659,1533,Green Point,Entire home/apt,Apartment,1,1,2,2163,2,30,242,61,4.71,2.77,f,2024-07-19
660,1189,Green Point,Entire home/apt,House,1,1,2,2143,30,1125,63,247,4.83,9.5,t,2024-04-04
661,1206,Green Point,Entire home/apt,Cottage,2,1,4,1967,3,90,341,279,4.73,11.62,f,2024-07-07
662,1476,Green Point,Shared room,Guesthouse,3,2,6,770,2,30,145,54,4.19,2.25,f,2024-01-06
663,1673,Green Point,Private room,Townhouse,3,2,6,1563,1,90,71,333,4.84,11.48,f,2024-05-21
664,1216,Green Point,Entire home/apt,Studio,2,1,4,1668,1,60,335,257,4.75,9.88,f,2024-08-23
665,1311,Green Point,Shared room,Guesthouse,2,2,4,449,30,365,241,337,4.88,30.64,f,2024-03-07
666,1357,Green Point,Shared room,Townhouse,3,2,6,597,1,30,15,297,4.78,27.0,t,2024-02-19
667,1488,Green Point,Shared room,Studio,1,1,2,590,2,30,89,347,4.59,19.28,f,2024-02-02
668,1453,Green Point,Entire home/apt,Studio,3,3,6,2500,2,90,55,37,4.91,2.06,t,2024-11-22
669,1449,Green Point,Private room,Villa,2,2,4,838,2,60,222,251,4.94,8.1,t,2024-02-14
670,1099,Green Point,Private room,House,1,1,2,1247,2,30,184,342,4.66,14.25,t,2024-06-23
671,1585,Green Point,Entire home/apt,Cottage,5,4,10,2770,5,1125,286,106,4.96,3.42,t,2024-08-12
672,1081,Green Point,Private room,House,4,3,8,1164,1,30,255,291,3.85,11.64,f,2024-01-12
673,1400,Green Point,Entire home/apt,Studio,3,3,6,2703,2,90,38,128,4.3,9.85,f,2024-07-23
674,1597,Green Point,Private room,Cottage,1,1,2,1674,1,30,173,56,4.13,4.67,f,2024-01-31
675,1776,Green Point,Entire home/apt,Apartment,2,2,4,1289,30,30,288,168,4.86,6.0,t,2024-06-26
676,1083,Green Point,Entire home/apt,Loft,4,3,8,2966,2,90,21,313,3.66,14.9,t,2024-11-28
677,1022,Green Point,Entire home/apt,Apartment,4,4,8,2605,2,1125,311,116,4.79,4.3,t,2024-10-09
678,1713,Green Point,Private room,House,1,1,2,413,7,1125,70,193,3.67,21.44,f,2024-06-29
679,1244,Green Point,Entire home/apt,House,3,3,6,2881,1,60,211,29,4.62,0.85,t,2024-01-08
680,1059,Green Point,Shared room,House,2,1,4,300,2,90,22,39,3.97,1.56,t,2024-05-29
681,1673,Camps Bay,Entire home/apt,Apartment,4,4,8,4485,3,1125,105,62,4.24,2.14,f,2024-04-22
682,1300,Camps Bay,Private room,House,3,2,6,1550,5,1125,257,282,3.66,16.59,f,2024-12-27
683,1141,Camps Bay,Private room,Loft,5,5,10,2522,3,1125,107,104,4.74,3.59,t,2024-01-19
684,1117,Camps Bay,Entire home/apt,Apartment,5,4,10,3857,1,90,142,232,4.38,15.47,t,2024-01-31
685,1394,Camps Bay,Entire home/apt,Cottage,4,4,8,5881,2,60,194,195,3.78,10.26,t,2024-12-04
686,1027,Camps Bay,Entire home/apt,Townhouse,1,1,2,4633,3,1125,110,178,4.64,11.12,f,2024-08-06
687,1398,Camps Bay,Shared room,Villa,1,1,2,522,7,1125,290,283,4.65,20.21,t,2024-07-14
688,1288,Camps Bay,Private room,Villa,2,2,4,3063,2,1125,151,7,4.8,0.39,t,2024-11-11
689,1669,Camps Bay,Entire home/apt,Townhouse,3,3,6,4416,1,90,291,128,4.9,4.0,f,2024-04-01
690,1478,Camps Bay,Private room,Apartment,5,4,10,3297,30,1125,111,4,4.82,0.17,t,2024-05-21
691,1185,Camps Bay,Private room,Villa,3,2,6,3335,3,365,65,225,3.84,20.45,t,2024-11-12
692,1040,Camps Bay,Shared room,House,1,1,2,300,5,30,283,335,4.92,47.86,f,2024-05-11
693,1615,Camps Bay,Entire home/apt,House,3,2,6,6131,1,30,259,22,4.17,1.0,t,2024-05-01
694,1426,Camps Bay,Entire home/apt,Apartment,3,2,6,3045,3,60,12,348,3.99,11.23,f,2024-06-20
695,1637,Camps Bay,Private room,Apartment,3,3,6,3565,5,30,148,150,4.9,4.29,t,2024-02-24
696,1733,Camps Bay,Private room,Loft,2,1,4,4594,2,365,298,261,3.55,9.0,t,2024-07-14
697,1579,Camps Bay,Shared room,Loft,1,1,2,2009,1,1125,26,114,4.41,4.22,f,2024-06-11
698,1250,Camps Bay,Entire home/apt,Studio,2,2,4,2211,5,60,233,150,3.97,16.67,t,2024-08-15
699,1574,Camps Bay,Shared room,Loft,4,4,8,2236,5,365,309,180,3.85,5.81,f,2024-04-27
700,1796,Camps Bay,Private room,Guesthouse,2,2,4,4855,3,90,174,125,3.97,15.62,f,2024-08-03
701,1792,Camps Bay,Private room,House,2,2,4,1796,30,30,85,323,3.68,23.07,f,2024-02-21
702,1707,Camps Bay,Entire home/apt,House,1,1,2,4758,2,1125,271,12,4.88,0.35,f,2024-06-30
703,1730,Camps Bay,Entire home/apt,Villa,4,4,8,3373,5,90,302,123,4.41,13.67,t,2024-02-07
704,1646,Camps Bay,Shared room,Cottage,3,2,6,1334,3,365,358,209,3.7,19.0,t,2024-03-18
705,1389,Camps Bay,Entire home/apt,Studio,3,2,6,6323,2,1125,301,232,3.92,7.73,t,2024-04-28
706,1531,Camps Bay,Entire home/apt,Loft,5,4,10,5637,3,90,196,288,4.8,26.18,t,2024-01-22
707,1589,Camps Bay,Shared room,Townhouse,2,1,4,4730,1,90,145,142,3.75,9.47,f,2024-09-06
708,1266,Camps Bay,Private room,Townhouse,2,2,4,2199,2,90,72,147,3.64,6.39,t,2024-01-15
709,1551,Camps Bay,Private room,House,1,1,2,300,30,30,189,276,3.8,7.67,f,2024-08-15
710,1113,Camps Bay,Private room,Apartment,2,1,4,2365,7,365,134,151,3.63,15.1,f,2024-12-08
711,1745,Camps Bay,Entire home/apt,Apartment,3,2,6,1900,2,1125,171,113,3.91,4.35,t,2024-12-27
712,1444,Camps Bay,Shared room,Apartment,3,2,6,320,2,1125,338,19,4.76,0.73,t,2024-11-20
713,1386,Camps Bay,Shared room,House,1,1,2,2909,3,365,77,300,4.85,27.27,f,2024-05-24
714,1529,Camps Bay,Entire home/apt,House,2,2,4,5190,7,30,251,45,4.34,3.75,t,2024-01-20
715,1598,Camps Bay,Private room,House,3,2,6,2375,30,1125,336,323,4.93,9.5,f,2024-04-28
716,1402,Camps Bay,Entire home/apt,Townhouse,5,4,10,6984,30,90,49,322,3.83,8.94,f,2024-08-02
717,1119,Camps Bay,Private room,House,3,2,6,1835,5,30,177,217,4.91,7.75,t,2024-09-04
718,1298,Camps Bay,Private room,Villa,4,4,8,3674,7,30,287,14,4.66,1.0,f,2024-07-29
719,1056,Camps Bay,Private room,Villa,5,4,10,2315,2,90,325,133,4.73,8.87,f,2024-07-28
720,1113,Camps Bay,Entire home/apt,Townhouse,2,1,4,5256,2,1125,276,320,3.53,11.03,t,2024-07-13
721,1065,Camps Bay,Entire home/apt,Apartment,3,3,6,3339,5,1125,101,283,4.98,8.84,f,2024-04-27
722,1424,Camps Bay,Entire home/apt,House,2,2,4,4221,1,30,10,169,4.63,7.68,t,2024-09-13
723,1309,Camps Bay,Private room,Apartment,5,5,10,482,2,30,139,144,4.92,4.5,f,2024-12-01
724,1087,Camps Bay,Private room,Apartment,2,2,4,2045,7,30,7,138,4.61,6.0,t,2024-02-18
725,1320,Camps Bay,Shared room,Studio,4,3,8,1428,1,90,140,310,4.84,34.44,f,2024-12-01
726,1096,Camps Bay,Private room,House,5,4,10,827,3,365,145,219,4.86,9.52,t,2024-07-14
727,1782,Camps Bay,Entire home/apt,Loft,5,5,10,7259,30,60,295,190,4.96,10.56,t,2024-08-16
728,1319,Camps Bay,Entire home/apt,Studio,5,5,10,5133,1,30,287,329,3.75,9.97,f,2024-10-30
729,1485,Camps Bay,Entire home/apt,Loft,1,1,2,4869,1,365,129,315,4.82,10.86,f,2024-03-18
730,1417,Camps Bay,Entire home/apt,Apartment,3,2,6,5723,2,1125,250,306,4.32,19.12,t,2024-06-13
731,1108,Camps Bay,Private room,Guesthouse,5,5,10,1165,7,60,6,41,3.74,1.41,t,2024-03-26
732,1040,Camps Bay,Entire home/apt,Guesthouse,5,4,10,4996,2,1125,249,58,3.71,1.76,f,2024-07-23
733,1738,Camps Bay,Entire home/apt,Villa,3,2,6,3939,5,1125,332,150,4.75,10.0,t,2024-11-10
734,1484,Camps Bay,Shared room,Cottage,3,3,6,2830,5,60,84,128,4.29,4.0,f,2024-01-06
735,1069,Camps Bay,Entire home/apt,Apartment,4,3,8,3529,2,60,355,240,4.73,12.0,f,2024-02-18
736,1359,Camps Bay,Entire home/apt,Loft,5,5,10,4875,5,30,98,34,3.91,1.06,f,2024-10-26
737,1261,Camps Bay,Shared room,Loft,3,3,6,1355,1,1125,78,206,3.65,17.17,f,2024-04-01
738,1602,Camps Bay,Entire home/apt,Guesthouse,1,1,2,5273,3,1125,342,267,4.97,22.25,t,2024-01-02
739,1151,Camps Bay,Entire home/apt,House,2,2,4,4102,30,30,165,314,4.72,44.86,t,2024-09-18
740,1310,Camps Bay,Private room,Loft,4,4,8,1085,2,1125,201,167,4.07,9.28,f,2024-06-30
741,1220,Camps Bay,Entire home/apt,House,3,2,6,4119,2,365,286,309,4.16,11.04,f,2024-12-16
742,1026,Camps Bay,Entire home/apt,Studio,4,3,8,5433,5,365,109,91,4.43,2.68,t,2024-07-14
743,1201,Camps Bay,Entire home/apt,Cottage,2,1,4,4627,2,30,300,5,3.97,0.56,f,2024-05-09
744,1663,Camps Bay,Private room,Villa,1,1,2,3115,7,30,356,17,4.56,1.21,t,2024-10-19
745,1466,Camps Bay,Entire home/apt,Cottage,5,5,10,5372,30,1125,53,323,3.56,53.83,t,2024-12-27
746,1085,Camps Bay,Shared room,Guesthouse,2,2,4,300,1,365,326,67,4.57,4.19,t,2024-10-05
747,1341,Camps Bay,Entire home/apt,Studio,2,2,4,5096,5,1125,7,8,4.91,0.44,f,2024-12-07
748,1152,Camps Bay,Shared room,Villa,1,1,2,3660,2,365,22,256,4.78,21.33,f,2024-03-29
749,1360,Camps Bay,Shared room,Apartment,1,1,2,2550,30,1125,356,287,4.73,8.2,f,2024-02-15
750,1191,Camps Bay,Entire home/apt,Studio,1,1,2,5306,2,30,111,44,4.89,2.2,t,2024-05-06
751,1318,Camps Bay,Entire home/apt,Apartment,2,1,4,3528,3,60,142,67,3.71,4.19,f,2024-04-25
752,1303,Camps Bay,Entire home/apt,Villa,3,2,6,5373,3,30,250,90,4.03,5.29,f,2024-11-24
753,1038,Camps Bay,Private room,Townhouse,5,4,10,3047,2,1125,291,87,3.82,3.11,f,2024-06-26
754,1565,Camps Bay,Shared room,Villa,3,3,6,655,2,90,111,257,4.84,36.71,t,2024-09-21
755,1601,Camps Bay,Shared room,Studio,2,1,4,1340,7,1125,17,239,3.98,26.56,f,2024-01-05
756,1664,Camps Bay,Entire home/apt,Apartment,4,4,8,6611,5,90,83,172,4.2,15.64,t,2024-08-12
757,1749,Camps Bay,Private room,Guesthouse,5,4,10,1131,2,90,191,222,4.4,10.57,f,2024-06-02
758,1111,Camps Bay,Entire home/apt,Guesthouse,2,1,4,3530,3,1125,205,259,4.39,23.55,t,2024-06-02
759,1770,Camps Bay,Private room,House,2,2,4,2991,5,30,46,290,3.96,9.67,t,2024-06-26
760,1675,Camps Bay,Private room,House,4,4,8,2709,2,90,157,0,4.72,0.0,t,
761,1702,Camps Bay,Private room,Loft,1,1,2,3394,1,365,81,78,4.02,3.71,f,2024-12-23
762,1724,Camps Bay,Entire home/apt,House,5,5,10,5483,7,60,162,237,4.64,23.7,f,2024-06-16
763,1074,Camps Bay,Entire home/apt,Studio,4,3,8,4118,1,60,311,273,3.77,21.0,f,2024-07-04
764,1080,Camps Bay,Entire home/apt,House,1,1,2,5318,30,60,22,203,3.82,10.68,t,2024-06-22
765,1319,Camps Bay,Private room,Guesthouse,2,1,4,789,1,90,215,145,3.77,8.06,t,2024-08-26
766,1672,Camps Bay,Entire home/apt,Guesthouse,3,3,6,4499,2,90,65,51,4.36,2.83,f,2024-01-06
767,1311,Camps Bay,Private room,Guesthouse,4,3,8,2763,1,1125,230,27,4.25,0.9,f,2024-12-30
768,1435,Camps Bay,Entire home/apt,Loft,3,2,6,4367,1,60,3,91,4.8,2.6,f,2024-04-11
769,1289,Camps Bay,Private room,Apartment,5,5,10,5121,30,365,187,237,3.58,9.48,f,2024-05-09
770,1556,Camps Bay,Private room,Villa,3,3,6,300,3,90,213,12,3.53,0.75,f,2024-11-21
771,1545,Camps Bay,Entire home/apt,Guesthouse,1,1,2,4143,2,30,273,18,4.73,0.62,t,2024-11-20
772,1470,Camps Bay,Private room,Townhouse,4,4,8,1034,30,30,39,176,3.99,25.14,t,2024-11-07
773,1346,Camps Bay,Shared room,Villa,1,1,2,300,7,30,94,40,4.93,2.86,t,2024-08-09
774,1631,Camps Bay,Entire home/apt,Loft,2,2,4,4028,1,90,293,155,4.21,5.17,f,2024-05-20
775,1047,Camps Bay,Shared room,Townhouse,2,1,4,300,2,90,139,343,4.7,28.58,t,2024-07-31
776,1614,Camps Bay,Shared room,Studio,2,2,4,1863,2,60,9,236,4.91,18.15,t,2024-11-09
777,1610,Camps Bay,Entire home/apt,Studio,5,4,10,4143,30,1125,6,325,4.01,20.31,f,2024-08-15
778,1216,Camps Bay,Entire home/apt,Loft,5,5,10,4996,7,90,206,255,3.55,7.73,t,2024-11-19
779,1379,Camps Bay,Private room,Villa,3,2,6,1638,5,365,345,271,4.84,27.1,t,2024-11-15
780,1770,Camps Bay,Entire home/apt,Villa,4,3,8,3970,2,365,275,11,3.7,0.44,t,2024-02-19
781,1585,Camps Bay,Private room,Villa,2,2,4,4166,2,365,281,56,4.82,1.87,t,2024-08-02
782,1646,Camps Bay,Private room,Apartment,3,2,6,3267,7,60,206,185,4.85,9.25,f,2024-08-18
783,1546,Camps Bay,Entire home/apt,Studio,2,1,4,2558,2,30,196,1,4.37,0.05,f,2024-07-29
784,1625,Camps Bay,Entire home/apt,Townhouse,1,1,2,2431,7,30,166,70,4.41,6.36,f,2024-12-16
785,1670,Camps Bay,Entire home/apt,Guesthouse,3,3,6,6051,2,365,188,307,4.92,23.62,t,2024-08-29
786,1067,Camps Bay,Shared room,Apartment,2,2,4,336,30,365,125,150,4.91,7.5,t,2024-03-31
787,1164,Camps Bay,Private room,House,1,1,2,300,1,30,16,169,4.52,8.89,f,2024-07-16
788,1124,Camps Bay,Entire home/apt,Townhouse,4,4,8,6054,30,365,30,275,3.94,15.28,t,2024-07-05
789,1107,Camps Bay,Private room,House,5,4,10,2362,1,60,187,63,4.12,3.94,t,2024-05-04
790,1658,Camps Bay,Private room,Apartment,2,1,4,2461,30,60,133,168,4.8,6.0,f,2024-06-18
791,1037,Camps Bay,Private room,House,3,3,6,3131,3,30,113,304,4.82,12.67,f,2024-12-31
792,1582,Camps Bay,Entire home/apt,Villa,3,2,6,3228,30,90,79,81,4.62,2.89,t,2024-03-16
793,1653,Camps Bay,Private room,House,3,3,6,300,2,1125,155,131,3.72,21.83,f,2024-07-05
794,1353,Camps Bay,Shared room,House,4,3,8,2857,5,365,248,87,4.47,2.64,f,2024-03-30
795,1351,Camps Bay,Private room,House,4,3,8,435,2,60,76,33,4.78,1.1,t,2024-11-28
796,1654,Camps Bay,Entire home/apt,Apartment,3,3,6,3333,2,90,340,291,3.55,11.19,t,2024-06-17
797,1760,Camps Bay,Private room,Loft,1,1,2,933,1,365,290,273,4.86,21.0,f,2024-04-03
798,1182,Camps Bay,Shared room,Apartment,2,1,4,3455,3,30,97,233,4.92,6.66,t,2024-03-08
799,1250,Camps Bay,Private room,Townhouse,3,2,6,2752,30,30,274,116,4.96,16.57,f,2024-11-20
800,1086,Camps Bay,Entire home/apt,Cottage,2,2,4,5958,1,1125,301,226,3.82,10.76,f,2024-10-18
801,1738,Camps Bay,Entire home/apt,Cottage,4,4,8,5035,30,30,128,57,4.63,2.28,f,2024-09-09
802,1527,Camps Bay,Shared room,Villa,2,1,4,300,3,1125,127,247,4.8,9.15,f,2024-11-16
803,1500,Camps Bay,Private room,Apartment,1,1,2,2917,30,365,83,93,3.77,3.1,f,2024-12-10
804,1351,Camps Bay,Entire home/apt,Loft,1,1,2,2932,2,30,118,226,3.82,10.27,f,2024-06-12
805,1625,Camps Bay,Private room,House,5,5,10,845,5,60,98,153,4.93,4.94,t,2024-03-21
806,1486,Camps Bay,Private room,Townhouse,2,1,4,3039,3,60,134,264,4.84,8.0,f,2024-07-08
807,1764,Camps Bay,Entire home/apt,Studio,3,2,6,3171,3,365,288,181,4.82,9.53,t,2024-07-25
808,1468,Camps Bay,Entire home/apt,Villa,4,4,8,4573,2,60,338,71,4.92,4.73,f,2024-01-13
809,1572,Camps Bay,Entire home/apt,Loft,4,4,8,4627,2,1125,257,166,4.16,11.86,t,2024-02-08
810,1739,Camps Bay,Entire home/apt,Townhouse,2,1,4,4165,1,365,352,245,4.99,8.75,f,2024-05-07
811,1655,Camps Bay,Entire home/apt,Studio,4,3,8,2458,5,365,145,28,4.73,2.8,t,2024-06-15
812,1604,Camps Bay,Shared room,Villa,4,4,8,300,1,365,125,77,3.99,3.35,f,2024-10-12
813,1791,Camps Bay,Private room,Apartment,3,2,6,1170,5,365,109,71,3.78,3.55,t,2024-08-23
814,1262,Camps Bay,Entire home/apt,Townhouse,3,3,6,4993,2,30,328,132,4.82,7.33,f,2024-01-25
815,1383,Camps Bay,Private room,Apartment,1,1,2,2292,1,1125,167,262,4.69,12.48,f,2024-10-21
816,1095,Camps Bay,Entire home/apt,Loft,1,1,2,5253,2,1125,44,289,4.36,14.45,t,2024-02-07
817,1463,Camps Bay,Shared room,House,4,3,8,300,1,60,331,238,4.36,11.9,f,2024-01-11
818,1020,Camps Bay,Private room,Apartment,3,3,6,2787,5,365,77,199,4.78,15.31,f,2024-09-29
819,1364,Camps Bay,Private room,Townhouse,2,2,4,300,2,60,105,294,3.96,32.67,t,2024-09-30
820,1357,Camps Bay,Private room,Apartment,1,1,2,300,5,60,336,276,3.81,18.4,t,2024-08-05
821,1791,Camps Bay,Entire home/apt,Studio,2,2,4,1997,2,365,63,111,4.75,6.17,t,2024-08-15
822,1450,Camps Bay,Shared room,Guesthouse,2,2,4,360,2,365,302,228,4.72,28.5,t,2024-09-16
823,1124,Camps Bay,Private room,Cottage,1,1,2,1256,5,365,97,107,4.76,13.38,f,2024-09-01
824,1008,Camps Bay,Entire home/apt,Guesthouse,1,1,2,5747,7,30,181,8,4.04,0.53,t,2024-08-10
825,1667,Camps Bay,Shared room,Guesthouse,3,2,6,300,1,90,331,43,4.97,6.14,t,2024-05-07
826,1144,Camps Bay,Entire home/apt,Cottage,1,1,2,5128,1,1125,107,79,4.96,2.93,f,2024-07-09
827,1177,Camps Bay,Private room,House,4,4,8,3135,2,90,56,214,4.68,35.67,f,2024-04-14
828,1637,Camps Bay,Entire home/apt,Studio,4,4,8,3976,1,90,14,135,4.83,19.29,t,2024-07-27
829,1174,Camps Bay,Entire home/apt,House,4,4,8,5157,1,90,114,268,3.64,33.5,t,2024-08-31
830,1451,Camps Bay,Private room,House,4,4,8,3362,3,365,240,274,4.85,19.57,t,2024-06-14
831,1734,Camps Bay,Shared room,Apartment,3,2,6,300,30,1125,100,342,3.69,15.55,t,2024-03-14
832,1290,Camps Bay,Entire home/apt,Townhouse,1,1,2,4829,2,60,128,206,3.78,7.63,f,2024-06-17
833,1530,Camps Bay,Shared room,Townhouse,5,4,10,300,2,90,216,266,4.06,26.6,t,2024-07-16
834,1015,Camps Bay,Shared room,House,1,1,2,300,2,60,203,93,3.98,3.88,f,2024-09-04
